utility_id,utility_name,plant_code,plant_name,street_address,city,state,zip,county,latitude,longitude,nerc_region,balancing_authority_code,balancing_authority_name,name_of_water_source,primary_purpose_naics_code,regulatory_status,sector,sector_name,ferc_cogeneration_status,ferc_cogeneration_docket_number,ferc_small_power_producer_status,ferc_small_power_producer_docket_number,ferc_exempt_wholesale_generator_status,ferc_exempt_wholesale_generator_docket_number,ash_impoundment,ash_impoundment_lined,ash_impoundment_status,transmission_or_distribution_system_owner,transmission_or_distribution_system_owner_id,transmission_or_distribution_system_owner_state,grid_voltage_kv,grid_voltage_2_kv,grid_voltage_3_kv,energy_storage,natural_gas_ldc_name,natural_gas_pipeline_name_1,natural_gas_pipeline_name_2,natural_gas_pipeline_name_3,pipeline_notes,natural_gas_storage,liquefied_natural_gas_storage
61381,Meadow Lake Wind Farm VI LLC,61756,Meadow Lake Wind Farm VI LLC,10296 E 600 N,Remington,IN,47997,Benton,40.692552,-87.127011,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Indiana Michigan Power Co,9324,IN,345, , ,N,,,,,,,
57416,"Acciona Energy USA Global, LLC",61773,"Palmas Wind, LLC",18551 Olimito North Rd,Rio Hondo,TX,78583,Cameron,26.288889,-97.496389,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,,,"South Texas Electric Coop, Inc",17583,TX,138, , ,N,,,,,,X,X
61397,Town of Otis,61775,Town of Otis Wind Energy Project,1908 Algerie Rd,Otis,MA,1253,Berkshire,42.225765,-73.025764,NPCC,ISNE,ISO New England Inc.,,92,NR,4,Commercial Non-CHP,N,,N,,N,,N,,,Eversource,59497,MA,0.35, , ,N,,,,,,,
61396,"Midway Wind, LLC",61776,"Midway Wind, LLC",5894 CR 3865,Taft,TX,78390,San Patricio,27.954976,-97.300202,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,AEP Texas Central Company,3278,TX,138, , ,N,,,,,,X,X
56201,Engie North America,61782,Live Oak Wind Project,1440 CR 431,Eldorado,TX,76936,Schleicher,31.048557,-100.623114,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,AEP Texas Central Company,3278,TX,345, , ,N,,,,,,N,N
49893,Invenergy Services LLC,61784,Upstream Wind Energy LLC,853rd Rd,Neligh,NE,68756,Antelope,42.184336,-97.964978,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,NPPD, ,NE,115, , ,N,,,,,,,
49893,Invenergy Services LLC,61787,Bishop Hill III,16351 N. 450th Ave,Cambridge,IL,61238,Henry,41.211057,-90.276024,SERC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,,,Ameren Illinois Company,56697,IL,138, , ,N,,,,,,,
61415,"Hilltop Power, LLC",61788,Hilltop Power,401 140th Ave.,Edgerton,MN,56128,Pipestone,43.912882,-96.193221,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,,,Northern States Power Co - Minnesota,13781,MN,24.5, , ,N,,,,,,N,N
61413,"Enel Green Power Diamond Vista Wind Project, LLC",61789,"Diamond Vista Wind Project, LLC",1110 340th,Tampa,KS,67483,Marion,38.56564,-97.040628,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Westar Energy Inc,22500,KS,230,345, ,N,,,,,,,
61458,"Minco Wind IV, LLC",61836,"Minco Wind IV, LLC",5175 CS 2560 Rd,Hinton,OK,73047,Canadian,35.381047,-98.269562,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Oklahoma Gas &amp; Electric Co,14063,OK,345, , ,N,,,,,,,
61459,"Minco Wind V, LLC",61837,"Minco Wind V, LLC",5175 CS 2560 Rd,Hinton,OK,73047,Caddo,35.477561,-98.445412,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Oklahoma Gas & Electric Co,14063,OK,345, , ,N,,,,,,N,X
61470,"PYCO Industries, Inc.",61848,"PYCO Industries, Inc. Wind Farm",3305 East 50th Street,Lubbock,TX,79404,Lubbock,33.553184,-101.792412,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,311,NR,6,Industrial Non-CHP,N,,N,,N,,N,X,,City of Lubbock - (TX),11292,TX,12.4, , ,N,,,,,,X,X
56545,Pattern Operators LP,61858,"Stillwater Wind, LLC",2A Eder Road,Reed Point,MT,59069,Stillwater,45.86584,-109.476647,WECC,NWMT,NorthWestern Energy (NWMT),,22,NR,2,IPP Non-CHP,N,,Y,QF17-1481-001,N,,,,,NorthWestern Energy LLC - (MT),12825,MT,161, , ,N,,,,,,,
61485,"Rio Bravo Windpower, LLC",61865,"Rio Bravo Windpower, LLC",399 Rancho Nuevo Rd,Roma,TX,78584,Starr,26.649,-99.0387,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,EG-18-90-000,,,,Electric Transmission Texas LLC,50174,,345, , ,N,,,,,,N,N
17650,Southern Power Co,61866,Wildhorse Mountain Wind Facility,167780 North 4355 Road,Clayton,OK,74536,Pushmataha,34.591031,-95.191808,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Public Service Co of Oklahoma,15474,OK,115, , ,N,,,,,,,
61495,"Persimmon Creek Wind Farm 1, LLC",61876,"Persimmon Creek Wind Farm 1, LLC",207002 E County Rd 58,Vici,OK,73859,Woodward,36.174278,-99.349164,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,Y,pending,N,X,,Oklahoma Electric Coop Inc,14062,OK,345, , ,N,,,,,,X,X
61502,"Sholes Wind Energy Center, LLC",61889,Sholes Wind Energy Center,56006 858th Rd,Randolph,NE,68771,Wayne,42.3119,-97.3647,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Nebraska Public Power District,13337,NE,345, , ,N,,,,,,N,N
12341,MidAmerican Energy Co,61911,Ivester Wind Farm,15087 205th St,Wellsburg,IA,50680,Grundy,42.33327,-92.946436,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,,,,ITC Midwest LLC,56161,,161, , ,N,,,,,,,
61521,"Pegasus Wind, LLC",61916,Pegasus Wind,4941 North Gera Road,Reese,MI,48757,Tuscola,43.452003,-83.50721,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,ITC Transmission,56068,,345, , ,N,,,,,,N,X
61527,"Tahoka Wind, LLC",61921,Tahoka Wind,2405 County Road 24,Tahoka,TX,79373,Lynn,33.150904,-101.679188,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,EG18-26-000,,,,Oncor Electric Delivery Company LLC,44372,TX,345, , ,N,,,,,,N,X
61531,"Casa Mesa Wind, LLC",61925,Casa Mesa Wind Energy Center Hybrid,1561 State Highway 252,House,NM,88121,Quay,34.604989,-103.966089,WECC,PNM,Public Service Company of New Mexico,,22,NR,2,IPP Non-CHP,N,,N,,Y,Pending,,,,Public Service Co of NM,15473,NM,345, , ,Y,,,,,,,
61530,"Armadillo Flats Wind Project, LLC",61926,"Armadillo Flats Wind Project, LLC",13113 East Phillips Ave,Enid,OK,73701,Garfield,36.300964,-97.567042,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Oklahoma Gas & Electric Co,14063,OK,345, , ,N,,,,,,,
61537,"Pratt Wind, LLC",61957,"Pratt Wind, LLC",30512 SW 60th Street,Andover,KS,67124,Pratt,37.55,-98.8,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Westar Energy Inc,22500,KS,345, , ,N,,,,,,,
61562,"Torrecillas Wind Energy, LLC",61969,"Torrecillas Wind Energy, LLC",7595 FM 2050,Bruni,TX,78344,Webb,27.614411,-98.7945,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Electric Transmission Texas LLC,50174,,345, , ,N,,,,,,,
61563,"Blue Summit II Wind, LLC",61970,"Blue Summit II Wind, LLC",17301 N CR 97,Vernon,TX,76384,Wilbarger,34.225882,-99.477986,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Electric Transmission Texas LLC,50174,,345, , ,N,,,,,,,
56201,Engie North America,61984,"Solomon Forks Wind Project, LLC",2204 Co. Rd. N,Colby,KS,67701,Thomas,39.306,-101.0744,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Sunflower Electric Power Corp,18315,,345, , ,N,,,,,,N,N
61576,Ameren Illinois,61990,TAC-Distributed Energy Resource Hybrid,2001C Griffith Drive,Champaign,IL,61820,Champaign,40.089797,-88.243573,SERC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,X,,Ameren Illinois Company,56697,IL,12.47, , ,Y,AMEREN ILLINOIS,,,,,N,X
57170,"EDF Renewable Asset Holdings, Inc.",62035,Glaciers Edge Wind Project,808 450th St.,Cleghorn,IA,51035,Cherokee,42.862,-95.772,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,Y,pending,,,,MidAmerican Energy Co,12341,IA,345, , ,N,,,,,,,
49893,Invenergy Services LLC,62038,Santa Rita East,20716 N. State Highway 163,Barnhart,TX,76930,Irion,31.207988,-101.110787,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Lower Colorado River Authority,11269,,345, , ,N,,,,,,,
9417,Interstate Power and Light Co,62079,Whispering Willow North,506 170th St,Latimer,IA,50452,Franklin,42.774955,-93.418067,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,,,,ITC Midwest LLC,56161,,345, , ,N,,,,,,,
9417,Interstate Power and Light Co,62080,Richland,2943 Gard Ave,Odebolt,IA,51458,Sac,42.363152,-95.2263,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,,,,MidAmerican Energy Co,12341,IA,345, , ,N,,,,,,,
9417,Interstate Power and Light Co,62081,Golden Plains,2209 460th St,Buffalo Center,IA,50424,Winnebago,43.430639,-94.016407,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,,,,ITC Midwest LLC,56161,,345, , ,N,,,,,,,
20856,Wisconsin Power & Light Co,62103,Kossuth,1615 150th St,Lu Verne,IA,50560,Kossuth,42.994681,-94.128733,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,,,MidAmerican Energy Co,12341,IA,345, , ,N,,,,,,,
61648,"WED Green Hill, LLC",62106,"WED Green Hill, LLC",26 Green Hill Road,Johnston,RI,2919,Providence,41.79785,-71.529736,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,Y,19-88-000,N,,,,,The Narragansett Electric Co,13214,RI,23, , ,N,,,,,,,
61649,"WED Plainfield II, LLC",62107,"WED Plainfield II, LLC",0 Plainfield Pike,Johnston,RI,2919,Providence,41.794583,-71.539967,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,Y,19-90-000,N,,,,,The Narragansett Electric Co,13214,RI,23, , ,N,,,,,,,
61650,"WED Plainfield III, LLC",62108,"WED Plainfield III, LLC",2111 Plainfield Pike,Johnston,RI,2919,Providence,41.793519,-71.530622,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,Y,19-91-000,N,,,,,The Narragansett Electric Co,13214,RI,23, , ,N,,,,,,,
61651,"WED Plainfield, LLC",62109,"WED Plainfield, LLC",2141 Plainfield Pike,Johnston,RI,2919,Providence,41.796078,-71.535825,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,Y,19-89-000,N,,,,,The Narragansett Electric Co,13214,RI,23, , ,N,,,,,,,
61652,"WED Shun I, LLC",62110,"WED Shun I, LLC",0 Shun Pike,Johnston,RI,2919,Providence,41.798456,-71.540656,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,Y,19-92-000,N,,,,,The Narragansett Electric Co,13214,RI,23, , ,N,,,,,,,
61653,"WED Shun II, LLC",62111,"WED Shun II, LLC",116 Shun Pike,Johnston,RI,2919,Providence,41.800111,-71.536189,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,Y,19-93-000,N,,,,,The Narragansett Electric Co,13214,RI,23, , ,N,,,,,,,
61654,"WED Shun III, LLC",62112,"WED Shun III, LLC",0 Shun Pike,Johnston,RI,2919,Providence,41.799078,-71.549331,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,Y,19-94-000,N,,,,,The Narragansett Electric Co,13214,RI,23, , ,N,,,,,,,
61668,Strauss Wind LLC,62113,Strauss Wind Farm,TBD,Lompoc,CA,93436,Santa Barbara,34.579835,-120.56428,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,,,Pacific Gas & Electric Co.,14328,CA,115, , ,N,,,,,,X,X
61676,"Roseman Energy, LLC",62130,Roseman,75247 Jackson Rd,Anita,IA,50020,Cass,41.370997,-94.753929,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,QF17-430-000,N,,,,,"Farmers Electric Coop, Inc - (IA)",6112,IA,12.47, , ,N,,,,,,,
12341,MidAmerican Energy Co,62132,Arbor Hill Wind Farm,2306 State Highway 92,Greenfield,IA,50849,Adair,41.404231,-94.261358,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,,,,MidAmerican Energy Co,12341,IA,345, , ,N,,,,,,,
12341,MidAmerican Energy Co,62133,North English,705 E Jefferson St,Montezuma,IA,50171,Poweshiek,41.642776,-92.499064,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,,,,MidAmerican Energy Co,12341,IA,345, , ,N,,,,,,,
61683,Amadeus Wind LLC,62142,Amadeus Wind Farm,TBD,Rotan,TX,79546,Fisher,32.96736,-100.56428,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,,,Electric Transmission Texas LLC,50174,,345, , ,N,,,,,,X,X
61667,Galactic Wind,62161,Galactic Wind,7228 KickabooRoad,Waunakee,WI,53597,Dane,43.101605,-89.331855,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,519,NR,4,Commercial Non-CHP,N,,N,,N,,N,,,Madison Gas & Electric Co,11479,WI,13.8, , ,N,,,,,,N,X
61706,Birch Power LLC,62172,Birch,3384 190th St,Clearfield,IA,50840,Taylor,40.767636,-94.474375,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,QF17-429-000,N,,N,,,Southwest Iowa Rural Elec Coop,49986,IA,12.47, , ,N,,,,,,,
61727,Reloj del Sol Wind Farm LLC,62207,Reloj del Sol Wind Farm,4390 US HWY 83,San Ygnacio,TX,78067,Zapata,27.03028,-99.388388,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,,,Electric Transmission Texas LLC,50174,,345, , ,N,,,,,,N,N
56201,Engie North America,62220,"East Fork Wind Project, LLC",TBD,Colby,KS,67701,Thomas,39.306,-101.0744,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Sunflower Electric Power Corp,18315,,115, , ,N,,,,,,N,N
56201,Engie North America,62227,"Seymour Hills Wind Project, LLC",TBD,Seymour,TX,76380,Baylor,33.57824,-99.1921,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,,,Brazos Electric Power Coop Inc,2172,,69, , ,N,,,,,,N,N
61012,AES Distributed Energy,62247,Prevailing Wind Park,29871 431st Avenue,Lesterville,SD,57040,Yankton,43.039,-97.526,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,WAPA-- Western Area Power Administration,27000,SD,230, , ,N,,,,,,,
61770,Mesteno Wind,62258,Mesteno,200 FM 490,Rio Grande City,TX,78582,Starr,26.523692,-98.745522,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Electric Transmission Texas LLC,50174,,345, , ,N,,,,,,,
61771,Ranchero Wind Farm LLC,62259,Ranchero Wind Farm LLC,TBD,Iraan,TX,79744,Crockett,30.594908,-101.453021,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,EG19-36-000,N,X,,Lower Colorado River Authority,11269,,345, , ,N,,,,,,X,X
61784,Rolling Upland Wind Farm LLC,62262,Rolling Upland Wind Farm  LLC,3662 Stone Road,Madison,NY,13402,Madison,42.524607,-75.277436,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,New York State Elec & Gas Corp,13511,NY,115, , ,,,,,,,,
61785,EDP Renewables North America LLC,62263,Saddle Mountain East Wind Farm,W Bench Rd,Othello,WA,99344,Adams,46.789,-119.346,WECC,AVA,Avista Corporation,,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Avista Corp,20169,WA,230, , ,N,,,,,,,
57170,"EDF Renewable Asset Holdings, Inc.",62269,"Stoneray Power Partners, LLC",1847 111th Street,Woodstock,MN,56186,Pipestone,44.104377,-96.126733,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Northern States Power Co - Minnesota,13781,MN,34.5, , ,N,,,,,,,
5109,DTE Electric Company,62290,Polaris Wind Park,5290 E Pierce Rd,North Star Township,MI,48847,Gratiot,43.262611,-84.499838,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,X,,ITC Transmission,56068,,345, , ,N,,,,,,N,X
61815,"Palmer's Creek Wind Farm, LLC",62291,"Palmer's Creek Wind Farm, LLC",12025 30th Avenue SE,Granite Falls,MN,56241,Chippewa,44.857694,-95.568888,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,Y,EG18-98,N,X,,WAPA-- Western Area Power Administration,27000,MN,115, , ,N,,,,,,N,N
61845,"Polk County Renewables, LLC",62333,"Polk County Renewables, LLC",12908 N Rd,Osceola,NE,68651,Polk,41.165278,-97.570194,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,Y,QF16-1249-001,N,,,,,Polk County Rural Pub Pwr Dist,15188,NE,34.5, , ,N,,,,,,N,N
61886,"Lockett Windfarm, LLC",62356,Lockett Windfarm,13072 US Hwy 183,Vernon,TX,76384,Wilbarger,34.072251,-99.264676,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,EG19-15-000,,,,Electric Transmission Texas LLC,50174,,345, , ,N,,,,,,,
61890,"Nobles 2 Power Partners, LLC",62364,Nobles 2 Wind Project,20057 140th Street,Wilmont,MN,56185,Nobles,43.789636,-95.852766,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,,,Northern States Power Co - Minnesota,13781,MN,115, , ,N,,,,,,N,X
61915,"Emmons-Logan Wind, LLC",62380,"Emmons-Logan Wind, LLC",TBD,Linton,ND,58552,Emmons,46.373013,-100.051111,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Montana-Dakota Utilities Co,12199,ND,230,115, ,N,,,,,,,
61942,"Griffin Trail Wind, LLC",62411,Griffin Trail Wind,10447 US HWY 82,E Seymour,TX,76380,Knox,33.609313,-99.58229,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,EG19-89-000,,,,AEP Texas North Company,20404,TX,345, , ,N,,,,,,N,X
56215,RWE Renewables Americas LLC,62416,Cranell Wind Farm LLC,TBD,TBD,TX,78393,Refugio,28.197778,-97.444953,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,AEP Texas Central Company,3278,TX,345, , ,N,,,,,,N,X
56215,RWE Renewables Americas LLC,62417,Peyton Creek Wind Farm LLC,4120 CR 222,Bay City,TX,77414,Matagorda,28.8433,-95.8631,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,19-180,,,,CenterPoint Energy,8901,TX,345, , ,N,,,,,,N,X
61981,Willow Creek Wind Power LLC,62431,Willow Creek Wind Power LLC,14162 US HIGHWAY 212,Newell,SD,57760,Butte,44.825883,-103.207412,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Western Area Power Administration,27000,SD,115, , ,N,,,,,,X,X
61893,"Lake Region Community Hybrid, LLC",62442,"Lake Region Community Hybrid, LLC",37462 150th Ave,Rothsay,MN,56579,Otter Tail,46.505052,-96.157281,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,QF18-1764-000,N,,N,,,Lake Region Electric Cooperative,10618,MN,12.5, , ,N,,,,,,N,
61973,Black Hills Electric Generation LLC,62445,Busch Ranch II Wind Farm,TBD,Walsenburg,CO,81089,Huerfano,37.766416,-104.42945,WECC,PSCO,Public Service Company of Colorado,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Black Hills/Colorado Elec.Util,56146,CO,115, , ,N,,,,,,X,X
5860,Empire District Electric Co,62475,Kings Point Wind Energy Center,TBD,Golden City,MO,64748,Lawrence,37.269858,-94.05271,MRO,SWPP,Southwest Power Pool,,22,RE,1,Electric Utility,N,,N,,N,,,,,Empire District Electric Co,5860,MO,161, , ,N,,,,,,,
5860,Empire District Electric Co,62478,North Fork Ridge Wind Energy Center,TBD,Mindenmines,MO,64769,Barton,37.38999,-94.51027,MRO,SWPP,Southwest Power Pool,,22,RE,1,Electric Utility,N,,N,,N,,,,,Empire District Electric Co,5860,MO,161, , ,N,,,,,,,
5860,Empire District Electric Co,62481,Neosho Ridge Wind Energy Center,TBD,Near Galesburg,KS,66740,Neosho,37.485357,-95.37673,MRO,SWPP,Southwest Power Pool,,22,RE,1,Electric Utility,N,,N,,N,,,,,Westar Energy Inc,22500,KS,345, , ,N,,,,,,,
17650,Southern Power Co,62482,Beech Ridge II Wind Energy Center,128 Coleman Road,Rupert,WV,25984,Greenbrier,38.112222,-80.613055,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Monongahela Power Co,12796,WV,138, , ,N,,,,,,,
62010,Prairie Queen Wind Farm LLC,62488,Prairie Queen Wind Farm,1699 3400 St.,Moran,KS,66755,Allen,37.9788,-95.2244,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Kansas City Power & Light Co,10000,KS,161, , ,N,,,,,,,
61785,EDP Renewables North America LLC,62489,Crossing Trails Wind Power Project LLC.,TBD,Seibert,CO,80834,Kit Carson,39.046623,-102.822377,WECC,WACM,Western Area Power Administration - Rocky Mountain Region,,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,"Tri-State G & T Assn, Inc",30151,,230, , ,N,,,,,,,
62023,Skeleton Creek Energy Center,62494,Skeleton Creek Energy Center Hybrid,12613 W Robertson Road,Carrier,OK,73727,Garfield,36.521428,-98.03436,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Oklahoma Gas & Electric Co,14063,OK,345, , ,Y,,,,,,,
14354,PacifiCorp,62516,TB Flats,2179A  Wyoming Highway 487,Medicine Bow,WY,82329,Carbon,42.177245,-106.234141,WECC,PACE,PacifiCorp - East,,22,RE,1,Electric Utility,N,,N,,N,,,,,PacifiCorp,14354,WY,230, , ,N,,,,,,,
62046,"High Lonesome Wind Power, LLC",62562,"High Lonesome Wind Power, LLC Hybrid",2731 W US Hwy 67,Rankin,TX,79778,Upton,31.171652,-101.881147,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Lower Colorado River Authority,11269,,345, , ,Y,,,,,,,
19436,Union Electric Co - (MO),62563,High Prairie Wind Farm,State Hwy E,Queen City,MO,63561,Schuyler,40.398244,-92.518612,SERC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,,,,Ameren Illinois Company,56697,IL,345, , ,N,,,,,,,
62063,"Blue Summit III Wind, LLC",62566,Blue Summit III Wind,TBD,Chilicothe,TX,79225,Hardeman,34.170488,-99.563436,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,AEP Texas Central Company,3278,TX,345, , ,N,,,,,,,
62069,"Jiminy Peak Mountain Resort, LLC",62570,Jiminy Peak Wind QF,37 Corey Rd,Hancock,MA,1237,Berkshire,42.543748,-73.292632,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,Y,"14296, 32651, WD108608, 16-0001-RES",N,,,,,Massachusetts Electric Co,11804,MA,23, , ,N,,,,,,,
62085,Mesquite Star LLC,62587,Mesquite Star,1125 F M 608,Roscoe,TX,79545,Nolan,32.255978,-100.320309,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,"Big Country Electric Coop, Inc",1591,TX,345, , ,N,,,,,,,
14354,PacifiCorp,62591,Ekola Flats,2831B US Highway 30,Hanna,WY,82327,Carbon,41.932405,-106.35843,WECC,PACE,PacifiCorp - East,,22,RE,1,Electric Utility,N,,N,,N,,,,,PacifiCorp,14354,WY,230, , ,N,,,,,,,
61785,EDP Renewables North America LLC,62592,Headwaters Wind Farm II LLC,7680 S 1200W,Losanville,IN,47354,Randolph,40.051694,-85.206694,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Indiana Michigan Power Co,9324,IN,345, , ,N,,,,,,,
62103,Whitney Hill Wind Power LLC,62606,Whitney Hill Wind Power LLC,245 1500th Ave,Mt.Pulaski,IL,62548,Logan,39.952927,-89.310249,SERC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Commonwealth Edison Co,4110,IL,345, , ,N,,,,,,,
62106,Hidalgo Wind Farm II LLC,62618,Hidalgo Wind Farm II,41420 FM 490,Edinburg,TX,78541,Hidalgo,26.492862,-98.448267,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,,,Electric Transmission Texas LLC,50174,,345, , ,N,,,,,,,
